filename,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
dantranh_1.mp3,dantranh,-218.78707885742188,177.8223419189453,29.428382873535156,21.485929489135742,7.917177200317383,4.656769275665283,-3.231412649154663,-6.143619060516357,-13.625798225402832,-1.1821409463882446,-3.82723069190979,-4.3112053871154785,-15.416394233703613,0.134834423661232,0.14657150208950043,0.3709804117679596,0.21788062155246735,0.3390331268310547,0.1575108766555786,0.37267470359802246,0.16194988787174225,0.16023151576519012,0.38088303804397583,0.26215437054634094,0.3925779163837433,806.7339198860536,0.043568929036458336,0.49381146175553275,-0.09022893131894917,0.1340231305328886,-0.127422791026119,-0.030804495454583098,-0.020405158810414492
dantranh_10.mp3,dantranh,-213.01446533203125,167.5196533203125,31.75556182861328,24.66269302368164,8.464669227600098,2.3331563472747803,-3.310495376586914,-5.434427738189697,-12.310332298278809,-0.9510155916213989,-6.022815704345703,-10.917455673217773,-19.422826766967773,0.1079353466629982,0.16829493641853333,0.4888887405395508,0.264274001121521,0.33223864436149597,0.14416028559207916,0.2815590500831604,0.1368313580751419,0.14616061747074127,0.3602481186389923,0.22882649302482605,0.3270341157913208,882.0927776886936,0.04561812789351852,0.5144236354575177,-0.05148950593563764,0.12521111147038416,-0.14696375033290046,-0.037485426097458786,-0.03975529272820157
dantranh_11.mp3,dantranh,-225.9829559326172,174.6443634033203,33.20951843261719,20.374469757080078,4.915613651275635,3.4391942024230957,-3.3534793853759766,-5.930868148803711,-15.484373092651367,-4.93850040435791,-8.165258407592773,-5.366379737854004,-3.7622859477996826,0.15928123891353607,0.1527249962091446,0.4200919270515442,0.2382356822490692,0.3313908278942108,0.13225774466991425,0.1585833728313446,0.12304851412773132,0.1590503603219986,0.3508700728416443,0.2588099539279938,0.412438303232193,796.921855482541,0.043239513848607886,0.4735436583806516,-0.06126093535953335,0.1826698615068781,-0.05513435337755201,-0.040710944804569195,-0.04971747899175731
dantranh_12.mp3,dantranh,-307.6315002441406,168.4503936767578,-6.583646297454834,1.2923803329467773,-5.071045875549316,-13.367637634277344,-19.35538673400879,-9.861900329589844,-11.377303123474121,-6.295811176300049,1.6881942749023438,8.105958938598633,-6.735469341278076,0.08069074898958206,0.14295943081378937,0.5062049627304077,0.2522013485431671,0.5872535109519958,0.22058524191379547,0.26818937063217163,0.0789661779999733,0.038332149386405945,0.08675271272659302,0.10284607857465744,0.16661369800567627,910.4313098395961,0.055736400462962965,0.4566951093826389,-0.16716376799255328,0.025199474949018686,-0.10411317303347749,-0.0382250873408781,-0.0671458866946287
dantranh_13.mp3,dantranh,-234.06399536132812,176.27792358398438,-18.0704345703125,5.087056636810303,-16.509370803833008,-10.501410484313965,-22.234521865844727,-14.530486106872559,-10.479117393493652,-12.461934089660645,-18.289382934570312,-14.25068187713623,-17.48750877380371,0.05887307971715927,0.13931238651275635,0.4169560968875885,0.2095949798822403,0.329136461019516,0.14928719401359558,0.2174863964319229,0.051710620522499084,0.12629777193069458,0.48717448115348816,0.1652601808309555,0.17749831080436707,956.8423542449891,0.05649594907407408,0.5067304324283352,-0.1243374590330561,-0.12400895416201972,-0.12402756272435794,-0.04997146237740419,0.028227891948147413
dantranh_14.mp3,dantranh,-284.021484375,171.34310913085938,-11.06696605682373,13.01179313659668,-5.030406475067139,-13.543473243713379,-16.700044631958008,-11.656582832336426,-8.88013744354248,-4.220579624176025,-8.08210563659668,-2.1231753826141357,-14.714723587036133,0.03931528702378273,0.17173191905021667,0.5494327545166016,0.2919043302536011,0.4873342216014862,0.18788447976112366,0.24035000801086426,0.05996105819940567,0.08204584568738937,0.2791670560836792,0.08710529655218124,0.06062862649559975,918.0742923354743,0.05248060469837587,0.5542669679124261,-0.08700593149182928,-0.11640468515345527,-0.10713836882779898,-0.021789309394380826,-0.02287130305525174
dantranh_15.mp3,dantranh,-334.24371337890625,164.27655029296875,3.252105712890625,7.961798191070557,-1.5856605768203735,-11.426512718200684,-20.20689582824707,-16.148544311523438,-7.831993579864502,-11.428032875061035,-16.488210678100586,-14.56499195098877,-17.287399291992188,0.06341157108545303,0.18801893293857574,0.5638737082481384,0.1966453194618225,0.1434784233570099,0.1045442670583725,0.24307727813720703,0.05781117081642151,0.08285477757453918,0.3414022624492645,0.14172017574310303,0.16301842033863068,807.1710015980861,0.045172797309027776,0.4535787896207841,-0.10725744560642277,-0.04419044416593993,-0.33357020219975525,-0.1251874898879648,0.022763720715981133
dantranh_16.mp3,dantranh,-337.7792663574219,168.01214599609375,2.665126323699951,7.193582534790039,-1.7175767421722412,-8.888105392456055,-19.130582809448242,-14.627070426940918,-5.147256851196289,-8.846814155578613,-16.03211212158203,-13.8939208984375,-16.80289649963379,0.0527331680059433,0.167648047208786,0.5115262269973755,0.18908542394638062,0.18484632670879364,0.10467156022787094,0.21319164335727692,0.0533481203019619,0.0954519733786583,0.3729388415813446,0.1281265914440155,0.13063757121562958,809.9882842187408,0.043813069661458336,0.4762456636993729,-0.0883266488097881,-0.0777147790488218,-0.2827216919901765,-0.10908298847031069,0.029944778721848572
dantranh_17.mp3,dantranh,-354.2418212890625,171.94610595703125,5.963846206665039,8.104047775268555,1.3643462657928467,-8.631542205810547,-17.832426071166992,-19.095436096191406,-12.13832950592041,-11.081403732299805,-11.996826171875,-10.033788681030273,-17.22167205810547,0.03745951130986214,0.15566833317279816,0.530071496963501,0.26039159297943115,0.3570623993873596,0.16729097068309784,0.2541201114654541,0.0711682140827179,0.034106917679309845,0.14317405223846436,0.06668254733085632,0.05512688681483269,728.8178072407312,0.03765417028356482,0.44564443465907283,-0.13148542030721513,-0.028494143134729265,-0.24320824344047465,-0.06666544505248098,-0.011404434259559447
dantranh_18.mp3,dantranh,-335.09527587890625,161.80496215820312,1.2399262189865112,6.059378623962402,-7.283438682556152,-11.537409782409668,-19.395933151245117,-13.14289379119873,-4.9162187576293945,-11.243023872375488,-18.771770477294922,-13.193089485168457,-14.35710620880127,0.10589571297168732,0.1266764998435974,0.34930142760276794,0.12245635688304901,0.08492553234100342,0.085389643907547,0.2184326946735382,0.06768319010734558,0.11734984815120697,0.4952801764011383,0.21325209736824036,0.37270471453666687,898.7468331456922,0.05160826928654293,0.44948943445148426,-0.16558340478236025,-0.059055769054344474,-0.2668477025692273,-0.12253214638653825,0.06733627446301566
